Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Total_Agricultural_Land,Barren_Land
Sesamum,1998,Kharif     ,Karnataka,115250,46673,1260.8,11386700,33422.5,0.417307692,135588.2353,20338.23529
Soyabean,1998,Kharif     ,Karnataka,65309,70294,1260.8,6452529.2,18939.61,1.060588235,76834.11765,11525.11765
Sunflower,1998,Kharif     ,Karnataka,430676,127090,1260.8,42550788.8,124896.04,0.382608696,506677.6471,76001.64706
Sunflower,1998,Rabi       ,Karnataka,359514,112736,1260.8,35519983.2,104259.06,0.390416667,422957.6471,63443.64706
Sunflower,1998,Summer     ,Karnataka,43156,24211,1260.8,4263812.8,12515.24,0.595217391,50771.76471,7615.764706
Turmeric,1998,Whole Year ,Karnataka,5007,25386,1260.8,494691.6,1452.03,4.682380952,5890.588235,883.5882353
Wheat,1998,Rabi       ,Karnataka,268981,219433,1260.8,26575322.8,78004.49,0.848823529,316448.2353,47467.23529
Arecanut,1998,Whole Year ,Kerala,73639,68479,3151.5,7275533.2,21355.31,0.797857143,86634.11765,12995.11765
Banana,1998,Whole Year ,Kerala,30521,386588,3151.5,3015474.8,8851.09,12.85714286,35907.05882,5386.058824
Black pepper,1998,Whole Year ,Kerala,182384,68510,3151.5,18019539.2,52891.36,0.261428571,214569.4118,32185.41176
Cardamom,1998,Whole Year ,Kerala,41449,4990,3151.5,4095161.2,12020.21,0.045555556,48763.52941,7314.529412
Cashewnut,1998,Whole Year ,Kerala,91268,51336,3151.5,9017278.4,26467.72,0.484285714,107374.1176,16106.11765
Coconut ,1998,Whole Year ,Kerala,882288,5132000000,3151.5,87170054.4,255863.52,5304.749286,1037985.882,155697.8824
Cotton(lint),1998,Kharif     ,Kerala,10999,17752,3151.5,1086701.2,3189.71,1.61,12940,1941
Dry chillies,1998,Whole Year ,Kerala,297,288,3151.5,29343.6,86.13,0.937777778,349.4117647,52.41176471
Garlic,1998,Whole Year ,Kerala,742,12614,3151.5,73309.6,215.18,17,872.9411765,130.9411765
Ginger,1998,Whole Year ,Kerala,11107,39362,3151.5,1097371.6,3221.03,2.93,13067.05882,1960.058824
Groundnut,1998,Kharif     ,Kerala,7021,5219,3151.5,693674.8,2036.09,0.62,8260,1239
Jowar,1998,Kharif     ,Kerala,2177,1108,3151.5,215087.6,631.33,0.505,2561.176471,384.1764706
Ragi,1998,Kharif     ,Kerala,1157,936,3151.5,114311.6,335.53,0.81,1361.176471,204.1764706
Rice,1998,Autumn     ,Kerala,120217,235849,3151.5,11877439.6,34862.93,1.856923077,141431.7647,21214.76471
Rice,1998,Summer     ,Kerala,57700,144872,3151.5,5700760,16733,2.116153846,67882.35294,10182.35294
Rice,1998,Winter     ,Kerala,174714,346022,3151.5,17261743.2,50667.06,1.937142857,205545.8824,30831.88235
Sesamum,1998,Kharif     ,Kerala,3303,1057,3151.5,326336.4,957.87,0.467272727,3885.882353,582.8823529
Sugarcane,1998,Whole Year ,Kerala,6160,472160,3151.5,608608,1786.4,64.83,7247.058824,1087.058824
Sweet potato,1998,Whole Year ,Kerala,1099,11924,3151.5,108581.2,318.71,11.718,1292.941176,193.9411765
Tapioca,1998,Whole Year ,Kerala,112774,2630155,3151.5,11142071.2,32704.46,25.51785714,132675.2941,19901.29412
Tobacco,1998,Whole Year ,Kerala,41,228,3151.5,4050.8,11.89,5.56,48.23529412,7.235294118
Turmeric,1998,Whole Year ,Kerala,3706,8034,3151.5,366152.8,1074.74,1.997857143,4360,654
Arecanut,1998,Whole Year ,Meghalaya,9585,11567,6552.7,946998,2779.65,1.151666667,11276.47059,1691.470588
Arhar/Tur,1998,Kharif     ,Meghalaya,861,678,6552.7,85066.8,249.69,0.803333333,1012.941176,151.9411765
Banana,1998,Whole Year ,Meghalaya,5194,62888,6552.7,513167.2,1506.26,11.26714286,6110.588235,916.5882353
Cotton(lint),1998,Kharif     ,Meghalaya,7549,5599,6552.7,745841.2,2189.21,0.796666667,8881.176471,1332.176471
Dry chillies,1998,Whole Year ,Meghalaya,1764,1051,6552.7,174283.2,511.56,0.598571429,2075.294118,311.2941176
Ginger,1998,Kharif     ,Meghalaya,7403,45590,6552.7,731416.4,2146.87,6.008571429,8709.411765,1306.411765
Gram,1998,Rabi       ,Meghalaya,463,283,6552.7,45744.4,134.27,0.61,544.7058824,81.70588235
Jute,1998,Kharif     ,Meghalaya,4241,27097,6552.7,419010.8,1229.89,7.553333333,4989.411765,748.4117647
Linseed,1998,Kharif     ,Meghalaya,51,23,6552.7,5038.8,14.79,0.45,60,9
Maize,1998,Kharif     ,Meghalaya,17219,25272,6552.7,1701237.2,4993.51,1.457142857,20257.64706,3038.647059
Mesta,1998,Kharif     ,Meghalaya,4681,21362,6552.7,462482.8,1357.49,4.58,5507.058824,826.0588235
Mesta,1998,Whole Year ,Meghalaya,871,631,6552.7,86054.8,252.59,0.68,1024.705882,153.7058824
Other  Rabi pulses,1998,Rabi       ,Meghalaya,1938,1527,6552.7,191474.4,562.02,0.755714286,2280,342
Potato,1998,Whole Year ,Meghalaya,20753,201059,6552.7,2050396.4,6018.37,7.738571429,24415.29412,3662.294118
Rapeseed &Mustard,1998,Rabi       ,Meghalaya,6916,4576,6552.7,683300.8,2005.64,0.635714286,8136.470588,1220.470588
Rice,1998,Kharif     ,Meghalaya,105402,149742,6552.7,10413717.6,30566.58,1.51,124002.3529,18600.35294
Sesamum,1998,Kharif     ,Meghalaya,1322,694,6552.7,130613.6,383.38,0.575714286,1555.294118,233.2941176
Small millets,1998,Kharif     ,Meghalaya,2823,2282,6552.7,278912.4,818.67,0.871428571,3321.176471,498.1764706
Soyabean,1998,Kharif     ,Meghalaya,899,812,6552.7,88821.2,260.71,0.881428571,1057.647059,158.6470588
Sugarcane,1998,Whole Year ,Meghalaya,83,225,6552.7,8200.4,24.07,2.328,97.64705882,14.64705882
Sweet potato,1998,Whole Year ,Meghalaya,5181,17291,6552.7,511882.8,1502.49,3.302857143,6095.294118,914.2941176
Tapioca,1998,Whole Year ,Meghalaya,3963,21251,6552.7,391544.4,1149.27,6.547142857,4662.352941,699.3529412
Tobacco,1998,Whole Year ,Meghalaya,742,507,6552.7,73309.6,215.18,0.61,872.9411765,130.9411765
Turmeric,1998,Whole Year ,Meghalaya,1375,6997,6552.7,135850,398.75,5.624285714,1617.647059,242.6470588
Wheat,1998,Rabi       ,Meghalaya,4287,6998,6552.7,423555.6,1243.23,1.605,5043.529412,756.5294118
Arecanut,1998,Whole Year ,West Bengal,8239,13665,2152.5,814013.2,2389.31,1.595294118,9692.941176,1453.941176
Arhar/Tur,1998,Kharif     ,West Bengal,2606,1672,2152.5,257472.8,755.74,0.756923077,3065.882353,459.8823529
Bajra,1998,Kharif     ,West Bengal,175,84,2152.5,17290,50.75,0.436666667,205.8823529,30.88235294
Barley,1998,Rabi       ,West Bengal,5938,5910,2152.5,586674.4,1722.02,1.10375,6985.882353,1047.882353
Cardamom,1998,Whole Year ,West Bengal,2875,690,2152.5,284050,833.75,0.24,3382.352941,507.3529412
Castor seed,1998,Rabi       ,West Bengal,54,38,2152.5,5335.2,15.66,0.7,63.52941176,9.529411765
Coconut ,1998,Whole Year ,West Bengal,24616,318174400,2152.5,2432060.8,7138.64,12448.06222,28960,4344
Cotton(lint),1998,Kharif     ,West Bengal,200,73,2152.5,19760,58,0.37,235.2941176,35.29411765
Dry chillies,1998,Whole Year ,West Bengal,64354,51303,2152.5,6358175.2,18662.66,0.890555556,75710.58824,11356.58824
Ginger,1998,Kharif     ,West Bengal,9398,18839,2152.5,928522.4,2725.42,1.449444444,11056.47059,1658.470588
Gram,1998,Rabi       ,West Bengal,23286,18971,2152.5,2300656.8,6752.94,0.875,27395.29412,4109.294118
Groundnut,1998,Whole Year ,West Bengal,30157,34994,2152.5,2979511.6,8745.53,1.128571429,35478.82353,5321.823529
Horse-gram,1998,Rabi       ,West Bengal,4958,2043,2152.5,489850.4,1437.82,0.422,5832.941176,874.9411765
Jowar,1998,Kharif     ,West Bengal,886,414,2152.5,87536.8,256.94,0.465,1042.352941,156.3529412
Jute,1998,Kharif     ,West Bengal,612066,7373630,2152.5,60472120.8,177499.14,13.24705882,720077.6471,108011.6471
Khesari,1998,Rabi       ,West Bengal,23300,20850,2152.5,2302040,6757,0.774666667,27411.76471,4111.764706
Linseed,1998,Rabi       ,West Bengal,10323,2691,2152.5,1019912.4,2993.67,0.24,12144.70588,1821.705882
Maize,1998,Kharif     ,West Bengal,38519,121161,2152.5,3805677.2,11170.51,2.634,45316.47059,6797.470588
Masoor,1998,Rabi       ,West Bengal,51919,35600,2152.5,5129597.2,15056.51,0.600588235,61081.17647,9162.176471
Mesta,1998,Kharif     ,West Bengal,9911,81030,2152.5,979206.8,2874.19,8.453846154,11660,1749
Moong(Green Gram),1998,Kharif     ,West Bengal,822,429,2152.5,81213.6,238.38,0.5075,967.0588235,145.0588235
Moong(Green Gram),1998,Rabi       ,West Bengal,2729,1598,2152.5,269625.2,791.41,0.61,3210.588235,481.5882353
Moong(Green Gram),1998,Summer     ,West Bengal,9320,2980,2152.5,920816,2702.8,0.312857143,10964.70588,1644.705882
Niger seed,1998,Kharif     ,West Bengal,7587,4100,2152.5,749595.6,2200.23,0.4075,8925.882353,1338.882353
Other Kharif pulses,1998,Kharif     ,West Bengal,768,318,2152.5,75878.4,222.72,0.516,903.5294118,135.5294118
Peas & beans (Pulses),1998,Rabi       ,West Bengal,9230,6776,2152.5,911924,2676.7,0.70625,10858.82353,1628.823529
Potato,1998,Whole Year ,West Bengal,318199,6689636,2152.5,31438061.2,92277.71,18.95944444,374351.7647,56152.76471
Ragi,1998,Kharif     ,West Bengal,12895,15648,2152.5,1274026,3739.55,0.91,15170.58824,2275.588235
Rapeseed &Mustard,1998,Rabi       ,West Bengal,344358,251740,2152.5,34022570.4,99863.82,0.667222222,405127.0588,60769.05882
Rice,1998,Autumn     ,West Bengal,425002,740688,2152.5,41990197.6,123250.58,1.751111111,500002.3529,75000.35294
Rice,1998,Summer     ,West Bengal,1450473,4921984,2152.5,143306732.4,420637.17,3.22,1706438.824,255965.8235
Rice,1998,Winter     ,West Bengal,4028620,7653780,2152.5,398027656,1168299.8,1.781666667,4739552.941,710932.9412
Safflower,1998,Rabi       ,West Bengal,48,16,2152.5,4742.4,13.92,0.4575,56.47058824,8.470588235
Sannhamp,1998,Whole Year ,West Bengal,1800,9280,2152.5,177840,522,4.971428571,2117.647059,317.6470588
Sesamum,1998,Whole Year ,West Bengal,100425,85448,2152.5,9921990,29123.25,0.741111111,118147.0588,17722.05882
Small millets,1998,Kharif     ,West Bengal,3742,1877,2152.5,369709.6,1085.18,0.575714286,4402.352941,660.3529412
Small millets,1998,Rabi       ,West Bengal,1235,1387,2152.5,122018,358.15,1.035,1452.941176,217.9411765
Soyabean,1998,Kharif     ,West Bengal,800,461,2152.5,79040,232,0.481666667,941.1764706,141.1764706
Sugarcane,1998,Whole Year ,West Bengal,26949,2001900,2152.5,2662561.2,7815.21,75.314375,31704.70588,4755.705882
Sunflower,1998,Kharif     ,West Bengal,149,111,2152.5,14721.2,43.21,0.71,175.2941176,26.29411765
Turmeric,1998,Whole Year ,West Bengal,12763,21487,2152.5,1260984.4,3701.27,1.569444444,15015.29412,2252.294118
Urad,1998,Kharif     ,West Bengal,58878,25071,2152.5,5817146.4,17074.62,0.402222222,69268.23529,10390.23529
Urad,1998,Rabi       ,West Bengal,15112,9700,2152.5,1493065.6,4382.48,0.649090909,17778.82353,2666.823529
Wheat,1998,Rabi       ,West Bengal,367472,778090,2152.5,36306233.6,106566.88,1.870555556,432320,64848
Arecanut,1999,Whole Year ,Assam,73464,52924,2201.8,7796734.32,19835.28,0.746086957,86428.23529,12964.23529
Arhar/Tur,1999,Kharif     ,Assam,7266,5102,2201.8,771140.58,1961.82,0.707826087,8548.235294,1282.235294
Banana,1999,Whole Year ,Assam,41922,583383,2201.8,4449181.86,11318.94,13.74652174,49320,7398
Castor seed,1999,Kharif     ,Assam,1726,704,2201.8,183180.38,466.02,0.423333333,2030.588235,304.5882353
Coconut ,1999,Whole Year ,Assam,20238,150062000,2201.8,2147858.94,5464.26,5672.116522,23809.41176,3571.411765
Cotton(lint),1999,Kharif     ,Assam,1637,746,2201.8,173734.81,441.99,0.41173913,1925.882353,288.8823529
Dry chillies,1999,Whole Year ,Assam,14418,9516,2201.8,1530182.34,3892.86,0.636956522,16962.35294,2544.352941
Gram,1999,Rabi       ,Assam,2336,1196,2201.8,247919.68,630.72,0.470454545,2748.235294,412.2352941
Jute,1999,Kharif     ,Assam,73545,657537,2201.8,7805330.85,19857.15,9.13173913,86523.52941,12978.52941
Linseed,1999,Rabi       ,Assam,10248,5323,2201.8,1087620.24,2766.96,0.502727273,12056.47059,1808.470588
Maize,1999,Kharif     ,Assam,19708,14056,2201.8,2091610.04,5321.16,0.613913043,23185.88235,3477.882353
Mesta,1999,Kharif     ,Assam,5177,25515,2201.8,549435.01,1397.79,4.622380952,6090.588235,913.5882353
Niger seed,1999,Kharif     ,Assam,8904,4582,2201.8,944981.52,2404.08,0.548947368,10475.29412,1571.294118
Onion,1999,Whole Year ,Assam,7365,17167,2201.8,781647.45,1988.55,2.322173913,8664.705882,1299.705882
Other  Rabi pulses,1999,Rabi       ,Assam,106576,58390,2201.8,11310910.88,28775.52,0.532173913,125383.5294,18807.52941
Potato,1999,Whole Year ,Assam,76748,699744,2201.8,8145265.24,20721.96,8.062608696,90291.76471,13543.76471
Rapeseed &Mustard,1999,Rabi       ,Assam,286241,129425,2201.8,30378757.33,77285.07,0.479565217,336754.1176,50513.11765
Rice,1999,Autumn     ,Assam,557220,514156,2201.8,59137758.6,150449.4,1.094782609,655552.9412,98332.94118
Rice,1999,Summer     ,Assam,294654,653783,2201.8,31271629.02,79556.58,1.990434783,346651.7647,51997.76471
Rice,1999,Winter     ,Assam,1793994,2692709,2201.8,190396583.2,484378.38,1.501304348,2110581.176,316587.1765
Sesamum,1999,Kharif     ,Assam,15143,7866,2201.8,1607126.59,4088.61,0.485217391,17815.29412,2672.294118
Small millets,1999,Kharif     ,Assam,10681,5467,2201.8,1133574.53,2883.87,0.502727273,12565.88235,1884.882353
Sugarcane,1999,Whole Year ,Assam,29107,1154615,2201.8,3089125.91,7858.89,40.43478261,34243.52941,5136.529412
Sweet potato,1999,Whole Year ,Assam,8955,30979,2201.8,950394.15,2417.85,3.409130435,10535.29412,1580.294118
Tapioca,1999,Whole Year ,Assam,2836,13444,2201.8,300984.68,765.72,4.436521739,3336.470588,500.4705882
Tobacco,1999,Whole Year ,Assam,1373,695,2201.8,145716.49,370.71,0.573913043,1615.294118,242.2941176
Turmeric,1999,Whole Year ,Assam,10980,7586,2201.8,1165307.4,2964.6,0.667391304,12917.64706,1937.647059
Wheat,1999,Rabi       ,Assam,76310,97583,2201.8,8098780.3,20603.7,1.256818182,89776.47059,13466.47059
Arecanut,1999,Whole Year ,Goa,1550,1880,3879.3,164501.5,418.5,1.21,1823.529412,273.5294118
Banana,1999,Whole Year ,Goa,1950,14500,3879.3,206953.5,526.5,7.44,2294.117647,344.1176471
Black pepper,1999,Whole Year ,Goa,275,120,3879.3,29185.75,74.25,0.44,323.5294118,48.52941176
Cashewnut,1999,Whole Year ,Goa,53292,17274,3879.3,5655879.96,14388.84,0.32,62696.47059,9404.470588
Coconut ,1999,Whole Year ,Goa,24975,121580000,3879.3,2650596.75,6743.25,4868.07,29382.35294,4407.352941
Groundnut,1999,Kharif     ,Goa,350,513,3879.3,37145.5,94.5,1.47,411.7647059,61.76470588
Groundnut,1999,Rabi       ,Goa,1004,1767,3879.3,106554.52,271.08,1.76,1181.176471,177.1764706
Other  Rabi pulses,1999,Rabi       ,Goa,9227,8430,3879.3,979261.51,2491.29,0.91,10855.29412,1628.294118
Other Kharif pulses,1999,Kharif     ,Goa,1000,578,3879.3,106130,270,0.58,1176.470588,176.4705882
Ragi,1999,Kharif     ,Goa,1000,1070,3879.3,106130,270,1.07,1176.470588,176.4705882
Rice,1999,Kharif     ,Goa,40500,96281,3879.3,4298265,10935,2.38,47647.05882,7147.058824
Rice,1999,Rabi       ,Goa,16213,43642,3879.3,1720685.69,4377.51,2.69,19074.11765,2861.117647
Sugarcane,1999,Whole Year ,Goa,1335,68440,3879.3,141683.55,360.45,51.27,1570.588235,235.5882353
Arecanut,1999,Whole Year ,Kerala,81941,83337,2914.6,8696398.33,22124.07,0.831428571,96401.17647,14460.17647
Banana,1999,Whole Year ,Kerala,39046,398145,2914.6,4143951.98,10542.42,10.36285714,45936.47059,6890.470588
Black pepper,1999,Whole Year ,Kerala,198406,47543,2914.6,21056828.78,53569.62,0.193571429,233418.8235,35012.82353
Cardamom,1999,Whole Year ,Kerala,41491,6585,2914.6,4403439.83,11202.57,0.056666667,48812.94118,7321.941176
Cashewnut,1999,Whole Year ,Kerala,89403,65547,2914.6,9488340.39,24138.81,0.491428571,105180,15777
Coconut ,1999,Whole Year ,Kerala,925035,5680000000,2914.6,98173964.55,249759.45,5581.025714,1088276.471,163241.4706
Cotton(lint),1999,Kharif     ,Kerala,4772,7702,2914.6,506452.36,1288.44,1.61,5614.117647,842.1176471
Dry chillies,1999,Whole Year ,Kerala,312,310,2914.6,33112.56,84.24,0.975,367.0588235,55.05882353
Garlic,1999,Whole Year ,Kerala,849,14433,2914.6,90104.37,229.23,17,998.8235294,149.8235294
Ginger,1999,Whole Year ,Kerala,11264,41344,2914.6,1195448.32,3041.28,3.159285714,13251.76471,1987.764706
Groundnut,1999,Kharif     ,Kerala,6921,5144,2914.6,734525.73,1868.67,0.37,8142.352941,1221.352941
Jowar,1999,Kharif     ,Kerala,2529,1287,2914.6,268402.77,682.83,0.255,2975.294118,446.2941176
Ragi,1999,Kharif     ,Kerala,870,704,2914.6,92333.1,234.9,0.815,1023.529412,153.5294118
Rice,1999,Autumn     ,Kerala,121525,252876,2914.6,12897448.25,32811.75,2.081538462,142970.5882,21445.58824
Rice,1999,Summer     ,Kerala,58021,144551,2914.6,6157768.73,15665.67,2.292857143,68260,10239
Rice,1999,Winter     ,Kerala,170228,373259,2914.6,18066297.64,45961.56,2.097142857,200268.2353,30040.23529
Sesamum,1999,Kharif     ,Kerala,2612,718,2914.6,277211.56,705.24,0.374545455,3072.941176,460.9411765
Sugarcane,1999,Whole Year ,Kerala,5780,578820,2914.6,613431.4,1560.6,88.2225,6800,1020
Sweet potato,1999,Whole Year ,Kerala,989,10698,2914.6,104962.57,267.03,11.79636364,1163.529412,174.5294118
Tapioca,1999,Whole Year ,Kerala,111922,2531752,2914.6,11878281.86,30218.94,24.25785714,131672.9412,19750.94118
Tobacco,1999,Whole Year ,Kerala,44,245,2914.6,4669.72,11.88,5.57,51.76470588,7.764705882
Turmeric,1999,Whole Year ,Kerala,3971,8362,2914.6,421442.23,1072.17,1.999285714,4671.764706,700.7647059
Arecanut,1999,Whole Year ,Meghalaya,9645,12510,6200.3,1023623.85,2604.15,1.245,11347.05882,1702.058824
Arhar/Tur,1999,Kharif     ,Meghalaya,871,647,6200.3,92439.23,235.17,0.78,1024.705882,153.7058824
Banana,1999,Whole Year ,Meghalaya,5319,63383,6200.3,564505.47,1436.13,11.16285714,6257.647059,938.6470588
Castor seed,1999,Kharif     ,Meghalaya,27,14,6200.3,2865.51,7.29,0.515,31.76470588,4.764705882
Cotton(lint),1999,Kharif     ,Meghalaya,7455,5549,6200.3,791199.15,2012.85,0.8,8770.588235,1315.588235
Dry chillies,1999,Whole Year ,Meghalaya,1790,1128,6200.3,189972.7,483.3,0.635714286,2105.882353,315.8823529
Ginger,1999,Kharif     ,Meghalaya,7606,44710,6200.3,807224.78,2053.62,5.765714286,8948.235294,1342.235294
Gram,1999,Rabi       ,Meghalaya,460,283,6200.3,48819.8,124.2,0.616666667,541.1764706,81.17647059
Jute,1999,Kharif     ,Meghalaya,4235,31781,6200.3,449460.55,1143.45,6.76,4982.352941,747.3529412
Maize,1999,Kharif     ,Meghalaya,16637,24051,6200.3,1765684.81,4491.99,1.448571429,19572.94118,2935.941176
Mesta,1999,Kharif     ,Meghalaya,4457,20071,6200.3,473021.41,1203.39,4.556666667,5243.529412,786.5294118
Potato,1999,Whole Year ,Meghalaya,18339,143287,6200.3,1946318.07,4951.53,6.858571429,21575.29412,3236.294118
Rapeseed &Mustard,1999,Rabi       ,Meghalaya,7042,4648,6200.3,747367.46,1901.34,0.654285714,8284.705882,1242.705882
Rice,1999,Kharif     ,Meghalaya,102482,156887,6200.3,10876414.66,27670.14,1.605714286,120567.0588,18085.05882
Rice,1999,Rabi       ,Meghalaya,3929,13846,6200.3,416984.77,1060.83,1.755714286,4622.352941,693.3529412
Sesamum,1999,Kharif     ,Meghalaya,1304,680,6200.3,138393.52,352.08,0.588571429,1534.117647,230.1176471
Soyabean,1999,Kharif     ,Meghalaya,1038,928,6200.3,110162.94,280.26,0.888571429,1221.176471,183.1764706
Sugarcane,1999,Whole Year ,Meghalaya,80,223,6200.3,8490.4,21.6,2.372,94.11764706,14.11764706
Sweet potato,1999,Whole Year ,Meghalaya,5220,17591,6200.3,553998.6,1409.4,3.415714286,6141.176471,921.1764706
Tapioca,1999,Whole Year ,Meghalaya,4022,21497,6200.3,426854.86,1085.94,6.39,4731.764706,709.7647059
Tobacco,1999,Whole Year ,Meghalaya,719,488,6200.3,76307.47,194.13,0.636,845.8823529,126.8823529
Turmeric,1999,Whole Year ,Meghalaya,1458,8196,6200.3,154737.54,393.66,5.284285714,1715.294118,257.2941176
Arecanut,1999,Whole Year ,Puducherry,65,130,1434.5875,6898.45,17.55,2,76.47058824,11.47058824
Bajra,1999,Kharif     ,Puducherry,170,470,1434.5875,18042.1,45.9,2.76,200,30
Banana,1999,Whole Year ,Puducherry,282,8890,1434.5875,29928.66,76.14,29.25,331.7647059,49.76470588
Black pepper,1999,Whole Year ,Puducherry,12,7,1434.5875,1273.56,3.24,0.58,14.11764706,2.117647059
Cashewnut,1999,Whole Year ,Puducherry,210,177,1434.5875,22287.3,56.7,2.69,247.0588235,37.05882353
Coconut ,1999,Whole Year ,Puducherry,2214,27816000,1434.5875,234971.82,597.78,12812.4475,2604.705882,390.7058824
Coriander,1999,Whole Year ,Puducherry,3,2,1434.5875,318.39,0.81,0.67,3.529411765,0.529411765
Cotton(lint),1999,Kharif     ,Puducherry,357,1835,1434.5875,37888.41,96.39,5.14,420,63
Dry chillies,1999,Whole Year ,Puducherry,11,35,1434.5875,1167.43,2.97,3.305,12.94117647,1.941176471
Ginger,1999,Kharif     ,Puducherry,133,94,1434.5875,14115.29,35.91,0.676666667,156.4705882,23.47058824
Groundnut,1999,Kharif     ,Puducherry,898,2511,1434.5875,95304.74,242.46,2.125,1056.470588,158.4705882
Jowar,1999,Kharif     ,Puducherry,3,3,1434.5875,318.39,0.81,1,3.529411765,0.529411765
